,成交时间,买卖方向,成交价格,成交数量,date,time
0,2020-06-05 09:35:04,卖出,111.5282,2500,2020-06-05,09:35:04
1,2020-06-05 09:35:05,卖出,111.5066,2500,2020-06-05,09:35:05
2,2020-06-05 09:35:06,卖出,111.502,2500,2020-06-05,09:35:06
3,2020-06-05 09:35:06,卖出,111.45,2500,2020-06-05,09:35:06
4,2020-06-05 09:35:07,卖出,111.45,2500,2020-06-05,09:35:07
5,2020-06-05 09:35:07,卖出,111.432,2500,2020-06-05,09:35:07
6,2020-06-05 09:35:08,卖出,111.4,2500,2020-06-05,09:35:08
7,2020-06-05 09:35:09,卖出,111.4,100,2020-06-05,09:35:09
8,2020-06-05 09:35:50,卖出,111.407,100,2020-06-05,09:35:50
9,2020-06-05 09:36:08,买入,111.387,200,2020-06-05,09:36:08
10,2020-06-05 09:40:29,卖出,111.435,4000,2020-06-05,09:40:29
11,2020-06-05 09:40:30,卖出,111.435,1700,2020-06-05,09:40:30
12,2020-06-05 09:41:09,买入,111.46,500,2020-06-05,09:41:09
13,2020-06-05 09:41:43,卖出,111.492,4000,2020-06-05,09:41:43
14,2020-06-05 09:42:37,卖出,111.518,4000,2020-06-05,09:42:37
15,2020-06-05 09:43:03,卖出,111.533,4000,2020-06-05,09:43:03
16,2020-06-05 09:44:09,卖出,111.547,4000,2020-06-05,09:44:09
17,2020-06-05 09:44:10,卖出,111.547,1000,2020-06-05,09:44:10
18,2020-06-05 09:44:45,买入,111.53,1000,2020-06-05,09:44:45
19,2020-06-05 09:46:47,卖出,111.4817,4000,2020-06-05,09:46:47
20,2020-06-05 09:47:24,卖出,111.495,1000,2020-06-05,09:47:24
21,2020-06-05 09:47:26,卖出,111.496,4000,2020-06-05,09:47:26
22,2020-06-05 09:47:27,卖出,111.5,4000,2020-06-05,09:47:27
23,2020-06-05 09:47:27,卖出,111.5,4000,2020-06-05,09:47:27
24,2020-06-05 09:47:29,买入,111.5078,4000,2020-06-05,09:47:29
25,2020-06-05 09:47:30,买入,111.508,1000,2020-06-05,09:47:30
26,2020-06-05 09:47:43,卖出,111.5115,1200,2020-06-05,09:47:43
27,2020-06-05 09:48:17,买入,111.5,900,2020-06-05,09:48:17
28,2020-06-05 09:50:00,卖出,111.487,100,2020-06-05,09:50:00
29,2020-06-05 09:56:14,卖出,111.5172,4000,2020-06-05,09:56:14
30,2020-06-05 09:57:42,卖出,111.51,2000,2020-06-05,09:57:42
31,2020-06-05 10:02:15,卖出,111.5005,1700,2020-06-05,10:02:15
32,2020-06-05 10:04:40,买入,111.515,2000,2020-06-05,10:04:40
33,2020-06-05 10:04:52,买入,111.5391,1000,2020-06-05,10:04:52
34,2020-06-05 10:05:05,卖出,111.545,1000,2020-06-05,10:05:05
35,2020-06-05 10:05:10,卖出,111.547,100,2020-06-05,10:05:10
36,2020-06-05 10:07:06,卖出,111.532,400,2020-06-05,10:07:06
37,2020-06-05 10:07:53,卖出,111.548,4000,2020-06-05,10:07:53
38,2020-06-05 10:07:53,卖出,111.56,4000,2020-06-05,10:07:53
39,2020-06-05 10:07:54,卖出,111.56,4000,2020-06-05,10:07:54
40,2020-06-05 10:10:45,买入,111.5665,4000,2020-06-05,10:10:45
41,2020-06-05 10:10:46,买入,111.5717,4000,2020-06-05,10:10:46
42,2020-06-05 10:10:52,卖出,111.5452,3800,2020-06-05,10:10:52
43,2020-06-05 10:11:34,买入,111.554,4000,2020-06-05,10:11:34
44,2020-06-05 10:11:37,卖出,111.546,3000,2020-06-05,10:11:37
45,2020-06-05 10:12:41,卖出,111.527,100,2020-06-05,10:12:41
46,2020-06-05 10:14:14,买入,111.515,4000,2020-06-05,10:14:14
47,2020-06-05 10:14:15,买入,111.492,1600,2020-06-05,10:14:15
48,2020-06-05 10:14:21,卖出,111.501,4000,2020-06-05,10:14:21
49,2020-06-05 10:14:47,卖出,111.512,500,2020-06-05,10:14:47
50,2020-06-05 10:15:33,买入,111.476,4000,2020-06-05,10:15:33
51,2020-06-05 10:15:33,买入,111.475,4000,2020-06-05,10:15:33
52,2020-06-05 10:15:36,卖出,111.4538,4000,2020-06-05,10:15:36
53,2020-06-05 10:15:37,卖出,111.445,2000,2020-06-05,10:15:37
54,2020-06-05 10:19:30,买入,111.442,1000,2020-06-05,10:19:30
55,2020-06-05 10:19:52,买入,111.433,3500,2020-06-05,10:19:52
56,2020-06-05 10:21:40,买入,111.4,4000,2020-06-05,10:21:40
57,2020-06-05 10:21:40,买入,111.3958,4000,2020-06-05,10:21:40
58,2020-06-05 10:22:04,卖出,111.3925,2000,2020-06-05,10:22:04
59,2020-06-05 10:23:11,卖出,111.419,4000,2020-06-05,10:23:11
60,2020-06-05 10:23:11,卖出,111.419,3100,2020-06-05,10:23:11
61,2020-06-05 10:24:22,买入,111.42,300,2020-06-05,10:24:22
62,2020-06-05 10:24:24,买入,111.422,1000,2020-06-05,10:24:24
63,2020-06-05 10:25:43,卖出,111.437,100,2020-06-05,10:25:43
64,2020-06-05 10:26:43,卖出,111.3847,1200,2020-06-05,10:26:43
65,2020-06-05 10:29:30,买入,111.4013,4000,2020-06-05,10:29:30
66,2020-06-05 10:29:30,买入,111.403,1500,2020-06-05,10:29:30
67,2020-06-05 10:30:11,卖出,111.383,2000,2020-06-05,10:30:11
68,2020-06-05 10:30:12,卖出,111.3795,2000,2020-06-05,10:30:12
69,2020-06-05 10:30:58,卖出,111.374,100,2020-06-05,10:30:58
70,2020-06-05 10:31:26,卖出,111.365,2000,2020-06-05,10:31:26
71,2020-06-05 10:32:15,卖出,111.365,2000,2020-06-05,10:32:15
72,2020-06-05 10:32:16,卖出,111.36,300,2020-06-05,10:32:16
73,2020-06-05 10:32:19,卖出,111.358,2000,2020-06-05,10:32:19
74,2020-06-05 10:32:21,卖出,111.353,2000,2020-06-05,10:32:21
75,2020-06-05 10:33:34,买入,111.369,4000,2020-06-05,10:33:34
76,2020-06-05 10:33:34,买入,111.35,3400,2020-06-05,10:33:34
77,2020-06-05 10:37:02,卖出,111.344,4000,2020-06-05,10:37:02
78,2020-06-05 10:37:45,卖出,111.354,4000,2020-06-05,10:37:45
79,2020-06-05 13:37:18,买入,111.5608,4000,2020-06-05,13:37:18
80,2020-06-05 13:37:19,买入,111.5777,4000,2020-06-05,13:37:19
81,2020-06-05 13:37:20,买入,111.597,4000,2020-06-05,13:37:20
82,2020-06-05 13:37:20,买入,111.5933,4000,2020-06-05,13:37:20
83,2020-06-05 13:37:21,买入,111.6236,1100,2020-06-05,13:37:21
84,2020-06-05 13:37:22,卖出,111.5965,4000,2020-06-05,13:37:22
85,2020-06-05 13:37:22,卖出,111.588,2000,2020-06-05,13:37:22
86,2020-06-05 13:37:23,买入,111.557,4000,2020-06-05,13:37:23
87,2020-06-05 13:38:06,卖出,111.592,100,2020-06-05,13:38:06
88,2020-06-05 13:38:07,卖出,111.588,1000,2020-06-05,13:38:07
89,2020-06-05 13:38:24,卖出,111.585,100,2020-06-05,13:38:24
90,2020-06-05 13:38:24,卖出,111.58,100,2020-06-05,13:38:24
91,2020-06-05 13:38:26,卖出,111.576,1000,2020-06-05,13:38:26
92,2020-06-05 13:38:44,卖出,111.578,100,2020-06-05,13:38:44
93,2020-06-05 13:38:48,卖出,111.574,1000,2020-06-05,13:38:48
94,2020-06-05 13:39:21,卖出,111.595,2100,2020-06-05,13:39:21
95,2020-06-05 13:40:07,买入,111.587,1000,2020-06-05,13:40:07
96,2020-06-05 13:41:46,卖出,111.579,3600,2020-06-05,13:41:46
97,2020-06-05 13:42:10,买入,111.564,100,2020-06-05,13:42:10
98,2020-06-05 13:48:03,卖出,111.569,1000,2020-06-05,13:48:03
99,2020-06-05 13:49:08,买入,111.56,2000,2020-06-05,13:49:08
100,2020-06-05 13:51:07,卖出,111.5507,1400,2020-06-05,13:51:07
101,2020-06-05 13:51:48,买入,111.515,2500,2020-06-05,13:51:48
102,2020-06-05 13:54:23,买入,111.521,100,2020-06-05,13:54:23
103,2020-06-05 13:54:37,买入,111.522,100,2020-06-05,13:54:37
104,2020-06-05 13:55:08,买入,111.527,200,2020-06-05,13:55:08
105,2020-06-05 13:57:42,卖出,111.53,100,2020-06-05,13:57:42
106,2020-06-05 13:58:22,卖出,111.533,100,2020-06-05,13:58:22
107,2020-06-05 13:59:53,卖出,111.534,100,2020-06-05,13:59:53
108,2020-06-05 14:01:18,卖出,111.515,3300,2020-06-05,14:01:18
109,2020-06-05 14:04:02,卖出,111.543,100,2020-06-05,14:04:02
110,2020-06-05 14:04:48,卖出,111.508,200,2020-06-05,14:04:48
111,2020-06-05 14:04:48,卖出,111.5066,4000,2020-06-05,14:04:48
112,2020-06-05 14:04:50,卖出,111.504,500,2020-06-05,14:04:50
113,2020-06-05 14:05:55,买入,111.5,100,2020-06-05,14:05:55
114,2020-06-05 14:06:19,买入,111.503,100,2020-06-05,14:06:19
115,2020-06-05 14:08:32,买入,111.482,2000,2020-06-05,14:08:32
116,2020-06-05 14:12:53,买入,111.449,4000,2020-06-05,14:12:53
117,2020-06-05 14:12:53,买入,111.444,1100,2020-06-05,14:12:53
118,2020-06-05 14:17:47,卖出,111.444,100,2020-06-05,14:17:47
119,2020-06-05 14:18:56,卖出,111.434,100,2020-06-05,14:18:56
120,2020-06-05 14:19:02,卖出,111.4305,200,2020-06-05,14:19:02
121,2020-06-05 14:20:20,卖出,111.421,1100,2020-06-05,14:20:20
122,2020-06-05 14:20:26,卖出,111.418,300,2020-06-05,14:20:26
123,2020-06-05 14:20:45,卖出,111.418,2800,2020-06-05,14:20:45
124,2020-06-05 14:21:36,卖出,111.428,100,2020-06-05,14:21:36
125,2020-06-05 14:22:21,买入,111.396,4000,2020-06-05,14:22:21
126,2020-06-05 14:22:22,买入,111.396,900,2020-06-05,14:22:22
127,2020-06-05 14:22:50,卖出,111.4,200,2020-06-05,14:22:50
128,2020-06-05 14:24:23,买入,111.3902,4000,2020-06-05,14:24:23
129,2020-06-05 14:25:34,卖出,111.409,100,2020-06-05,14:25:34
130,2020-06-05 14:27:40,卖出,111.429,200,2020-06-05,14:27:40
131,2020-06-05 14:27:41,卖出,111.427,300,2020-06-05,14:27:41
132,2020-06-05 14:27:42,卖出,111.423,1000,2020-06-05,14:27:42
133,2020-06-05 14:28:49,卖出,111.42,4000,2020-06-05,14:28:49
134,2020-06-05 14:28:50,卖出,111.425,4000,2020-06-05,14:28:50
135,2020-06-05 14:28:52,买入,111.424,1000,2020-06-05,14:28:52
136,2020-06-05 14:29:03,买入,111.427,500,2020-06-05,14:29:03
137,2020-06-05 14:32:47,卖出,111.436,100,2020-06-05,14:32:47
138,2020-06-05 14:33:09,卖出,111.427,4000,2020-06-05,14:33:09
139,2020-06-05 14:34:45,买入,111.41,2500,2020-06-05,14:34:45
140,2020-06-05 14:34:45,买入,111.405,300,2020-06-05,14:34:45
141,2020-06-05 14:36:21,卖出,111.404,100,2020-06-05,14:36:21
142,2020-06-05 14:36:33,卖出,111.404,300,2020-06-05,14:36:33
143,2020-06-05 14:36:49,卖出,111.4,2500,2020-06-05,14:36:49
144,2020-06-05 14:36:50,卖出,111.4,2500,2020-06-05,14:36:50
145,2020-06-05 14:36:51,买入,111.4038,2500,2020-06-05,14:36:51
146,2020-06-05 14:37:36,卖出,111.408,1900,2020-06-05,14:37:36
147,2020-06-05 14:37:51,买入,111.407,100,2020-06-05,14:37:51
148,2020-06-05 14:38:03,买入,111.408,2500,2020-06-05,14:38:03
149,2020-06-05 14:38:03,买入,111.413,2500,2020-06-05,14:38:03
150,2020-06-05 14:38:06,卖出,111.409,1000,2020-06-05,14:38:06
151,2020-06-08 09:39:16,买入,111.4129,2100,2020-06-08,09:39:16
152,2020-06-08 09:39:16,买入,111.431,2100,2020-06-08,09:39:16
153,2020-06-08 09:39:17,买入,111.4225,2100,2020-06-08,09:39:17
154,2020-06-08 09:39:18,买入,111.4334,2100,2020-06-08,09:39:18
155,2020-06-08 09:40:05,卖出,111.433,1200,2020-06-08,09:40:05
156,2020-06-08 09:40:16,卖出,111.434,2100,2020-06-08,09:40:16
157,2020-06-08 09:40:17,卖出,111.434,2100,2020-06-08,09:40:17
158,2020-06-08 09:40:18,卖出,111.434,2100,2020-06-08,09:40:18
159,2020-06-08 09:40:18,卖出,111.434,1000,2020-06-08,09:40:18
160,2020-06-08 09:40:20,买入,111.4456,2100,2020-06-08,09:40:20
161,2020-06-08 09:40:20,买入,111.445,2100,2020-06-08,09:40:20
162,2020-06-08 09:43:23,买入,111.43,100,2020-06-08,09:43:23
163,2020-06-08 09:43:32,卖出,111.456,300,2020-06-08,09:43:32
164,2020-06-08 09:44:33,买入,111.432,100,2020-06-08,09:44:33
165,2020-06-08 09:45:41,买入,111.4565,1100,2020-06-08,09:45:41
166,2020-06-08 09:45:51,买入,111.464,2100,2020-06-08,09:45:51
167,2020-06-08 09:45:52,买入,111.4644,2100,2020-06-08,09:45:52
168,2020-06-08 09:45:56,卖出,111.469,400,2020-06-08,09:45:56
169,2020-06-08 09:46:08,卖出,111.4674,2100,2020-06-08,09:46:08
170,2020-06-08 09:46:17,卖出,111.449,500,2020-06-08,09:46:17
171,2020-06-08 09:46:24,卖出,111.429,2100,2020-06-08,09:46:24
172,2020-06-08 09:46:24,卖出,111.4249,2100,2020-06-08,09:46:24
173,2020-06-08 09:46:27,卖出,111.4126,2100,2020-06-08,09:46:27
174,2020-06-08 09:46:39,买入,111.407,2100,2020-06-08,09:46:39
175,2020-06-08 09:46:39,买入,111.407,1000,2020-06-08,09:46:39
176,2020-06-08 09:46:58,买入,111.408,100,2020-06-08,09:46:58
177,2020-06-08 09:47:07,买入,111.427,1000,2020-06-08,09:47:07
178,2020-06-08 09:47:09,买入,111.438,2100,2020-06-08,09:47:09
179,2020-06-08 09:47:09,买入,111.4384,1100,2020-06-08,09:47:09
180,2020-06-08 09:47:36,买入,111.4875,2100,2020-06-08,09:47:36
181,2020-06-08 09:48:38,买入,111.499,2100,2020-06-08,09:48:38
182,2020-06-08 09:48:39,买入,111.5,2100,2020-06-08,09:48:39
183,2020-06-08 09:49:28,卖出,111.57,300,2020-06-08,09:49:28
184,2020-06-08 09:49:52,卖出,111.581,500,2020-06-08,09:49:52
185,2020-06-08 09:49:59,卖出,111.571,2000,2020-06-08,09:49:59
186,2020-06-08 09:50:29,买入,111.58,4000,2020-06-08,09:50:29
187,2020-06-08 09:51:02,买入,111.597,100,2020-06-08,09:51:02
188,2020-06-08 09:51:04,买入,111.5998,4100,2020-06-08,09:51:04
189,2020-06-08 09:51:13,买入,111.6079,4100,2020-06-08,09:51:13
190,2020-06-08 09:51:18,卖出,111.615,4100,2020-06-08,09:51:18
191,2020-06-08 09:51:31,卖出,111.64,1500,2020-06-08,09:51:31
192,2020-06-08 09:51:34,卖出,111.64,4100,2020-06-08,09:51:34
193,2020-06-08 09:51:34,卖出,111.645,4100,2020-06-08,09:51:34
194,2020-06-08 09:51:34,卖出,111.65,1300,2020-06-08,09:51:34
195,2020-06-08 09:51:38,买入,111.6705,4100,2020-06-08,09:51:38
196,2020-06-08 09:51:38,买入,111.7039,4100,2020-06-08,09:51:38
197,2020-06-08 09:51:39,买入,111.699,4100,2020-06-08,09:51:39
198,2020-06-08 09:51:40,买入,111.704,4100,2020-06-08,09:51:40
199,2020-06-08 10:18:38,卖出,111.6201,4100,2020-06-08,10:18:38
200,2020-06-08 10:18:39,卖出,111.6136,2400,2020-06-08,10:18:39
201,2020-06-08 10:18:44,卖出,111.618,1200,2020-06-08,10:18:44
202,2020-06-08 10:18:47,卖出,111.614,1000,2020-06-08,10:18:47
203,2020-06-08 10:18:47,卖出,111.617,3200,2020-06-08,10:18:47
204,2020-06-08 10:20:25,卖出,111.642,100,2020-06-08,10:20:25
205,2020-06-08 10:20:33,卖出,111.638,100,2020-06-08,10:20:33
206,2020-06-08 10:22:00,卖出,111.629,700,2020-06-08,10:22:00
207,2020-06-08 10:22:03,卖出,111.625,500,2020-06-08,10:22:03
208,2020-06-08 10:22:43,卖出,111.614,100,2020-06-08,10:22:43
209,2020-06-08 10:52:28,卖出,111.5886,2300,2020-06-08,10:52:28
210,2020-06-08 10:53:42,卖出,111.603,2100,2020-06-08,10:53:42
211,2020-06-08 10:53:51,买入,111.589,100,2020-06-08,10:53:51
212,2020-06-08 10:55:22,卖出,111.613,100,2020-06-08,10:55:22
213,2020-06-08 10:59:32,卖出,111.6249,4100,2020-06-08,10:59:32
214,2020-06-08 10:59:32,卖出,111.623,800,2020-06-08,10:59:32
215,2020-06-08 10:59:36,买入,111.6248,1100,2020-06-08,10:59:36
216,2020-06-08 10:59:56,买入,111.619,500,2020-06-08,10:59:56
217,2020-06-08 11:01:57,卖出,111.609,2000,2020-06-08,11:01:57
218,2020-06-08 11:09:27,卖出,111.6124,500,2020-06-08,11:09:27
219,2020-06-08 11:11:52,卖出,111.6109,3800,2020-06-08,11:11:52
220,2020-06-08 11:12:04,买入,111.616,1000,2020-06-08,11:12:04
221,2020-06-08 11:13:17,买入,111.623,3500,2020-06-08,11:13:17
222,2020-06-08 11:13:24,卖出,111.621,1000,2020-06-08,11:13:24
223,2020-06-08 11:26:51,卖出,111.605,100,2020-06-08,11:26:51
224,2020-06-08 11:26:59,卖出,111.603,1100,2020-06-08,11:26:59
225,2020-06-08 13:00:05,买入,111.605,600,2020-06-08,13:00:05
226,2020-06-08 13:00:08,买入,111.615,500,2020-06-08,13:00:08
227,2020-06-08 13:00:09,买入,111.618,4100,2020-06-08,13:00:09
228,2020-06-08 13:00:10,买入,111.6182,4100,2020-06-08,13:00:10
229,2020-06-08 13:00:10,买入,111.6263,4100,2020-06-08,13:00:10
230,2020-06-08 13:00:12,买入,111.625,1600,2020-06-08,13:00:12
231,2020-06-08 13:00:18,卖出,111.617,4100,2020-06-08,13:00:18
232,2020-06-08 13:00:18,卖出,111.6253,4100,2020-06-08,13:00:18
233,2020-06-08 13:00:20,卖出,111.6158,4100,2020-06-08,13:00:20
234,2020-06-08 13:00:22,卖出,111.6021,4100,2020-06-08,13:00:22
235,2020-06-08 13:00:32,买入,111.618,4100,2020-06-08,13:00:32
236,2020-06-08 13:00:33,买入,111.6231,4100,2020-06-08,13:00:33
237,2020-06-08 13:00:47,卖出,111.623,100,2020-06-08,13:00:47
238,2020-06-08 13:00:58,卖出,111.628,1000,2020-06-08,13:00:58
239,2020-06-08 13:02:02,卖出,111.6246,1400,2020-06-08,13:02:02
240,2020-06-08 13:02:26,买入,111.6295,4000,2020-06-08,13:02:26
241,2020-06-08 13:03:00,卖出,111.633,2100,2020-06-08,13:03:00
242,2020-06-08 13:04:22,卖出,111.64,1000,2020-06-08,13:04:22
243,2020-06-08 13:04:45,卖出,111.635,100,2020-06-08,13:04:45
244,2020-06-08 13:07:31,买入,111.636,1000,2020-06-08,13:07:31
245,2020-06-08 13:09:16,买入,111.63,200,2020-06-08,13:09:16
246,2020-06-08 13:12:57,卖出,111.634,4000,2020-06-08,13:12:57
247,2020-06-08 13:13:16,买入,111.627,1000,2020-06-08,13:13:16
248,2020-06-08 13:14:54,买入,111.6288,1100,2020-06-08,13:14:54
249,2020-06-08 13:16:08,买入,111.637,1000,2020-06-08,13:16:08
250,2020-06-08 13:16:13,买入,111.63,100,2020-06-08,13:16:13
251,2020-06-08 13:18:09,买入,111.6379,4100,2020-06-08,13:18:09
252,2020-06-08 13:18:10,买入,111.6385,3200,2020-06-08,13:18:10
253,2020-06-08 13:18:13,卖出,111.637,2000,2020-06-08,13:18:13
254,2020-06-08 13:18:13,卖出,111.6373,4100,2020-06-08,13:18:13
255,2020-06-08 13:20:52,买入,111.6328,2400,2020-06-08,13:20:52
256,2020-06-08 13:24:02,买入,111.638,4100,2020-06-08,13:24:02
257,2020-06-08 13:24:49,卖出,111.644,300,2020-06-08,13:24:49
258,2020-06-08 13:24:51,卖出,111.6418,1100,2020-06-08,13:24:51
259,2020-06-08 13:26:19,卖出,111.642,900,2020-06-08,13:26:19
260,2020-06-08 13:28:15,买入,111.656,200,2020-06-08,13:28:15
261,2020-06-08 13:28:45,卖出,111.655,500,2020-06-08,13:28:45
262,2020-06-08 13:28:49,卖出,111.658,900,2020-06-08,13:28:49
263,2020-06-08 13:30:36,买入,111.6623,1500,2020-06-08,13:30:36
264,2020-06-08 13:31:25,卖出,111.69,4100,2020-06-08,13:31:25
265,2020-06-08 13:32:39,买入,111.698,1200,2020-06-08,13:32:39
266,2020-06-08 13:36:33,卖出,111.7064,3500,2020-06-08,13:36:33
267,2020-06-08 13:37:27,卖出,111.696,1000,2020-06-08,13:37:27
268,2020-06-08 13:42:25,买入,111.693,1300,2020-06-08,13:42:25
269,2020-06-08 13:43:53,买入,111.701,500,2020-06-08,13:43:53
270,2020-06-08 13:43:54,买入,111.696,400,2020-06-08,13:43:54
271,2020-06-08 13:47:18,卖出,111.699,500,2020-06-08,13:47:18
272,2020-06-08 13:54:59,买入,111.7139,4100,2020-06-08,13:54:59
273,2020-06-08 13:55:00,买入,111.715,2300,2020-06-08,13:55:00
274,2020-06-08 13:56:03,卖出,111.718,100,2020-06-08,13:56:03
275,2020-06-08 13:56:13,卖出,111.718,4100,2020-06-08,13:56:13
276,2020-06-08 13:56:22,卖出,111.718,3800,2020-06-08,13:56:22
277,2020-06-08 13:56:28,买入,111.721,200,2020-06-08,13:56:28
278,2020-06-08 13:57:43,买入,111.72,4100,2020-06-08,13:57:43
279,2020-06-08 13:57:44,买入,111.72,3900,2020-06-08,13:57:44
280,2020-06-08 14:01:20,卖出,111.752,4100,2020-06-08,14:01:20
281,2020-06-08 14:01:21,卖出,111.758,1500,2020-06-08,14:01:21
282,2020-06-08 14:01:24,买入,111.744,1300,2020-06-08,14:01:24
283,2020-06-08 14:01:51,买入,111.745,700,2020-06-08,14:01:51
284,2020-06-08 14:03:30,买入,111.7574,1700,2020-06-08,14:03:30
285,2020-06-08 14:03:37,买入,111.7591,1000,2020-06-08,14:03:37
286,2020-06-08 14:06:14,卖出,111.764,100,2020-06-08,14:06:14
287,2020-06-08 14:06:20,卖出,111.76,1000,2020-06-08,14:06:20
288,2020-06-08 14:12:25,卖出,111.7582,1100,2020-06-08,14:12:25
289,2020-06-08 14:12:30,卖出,111.756,1000,2020-06-08,14:12:30
290,2020-06-08 14:12:55,买入,111.738,1900,2020-06-08,14:12:55
291,2020-06-08 14:14:46,卖出,111.746,100,2020-06-08,14:14:46
292,2020-06-08 14:14:46,卖出,111.744,3900,2020-06-08,14:14:46
293,2020-06-08 14:15:46,买入,111.736,300,2020-06-08,14:15:46
294,2020-06-08 14:15:58,买入,111.745,4000,2020-06-08,14:15:58
295,2020-06-08 14:16:05,卖出,111.744,4100,2020-06-08,14:16:05
296,2020-06-08 14:16:06,卖出,111.744,900,2020-06-08,14:16:06
297,2020-06-08 14:16:12,买入,111.745,4100,2020-06-08,14:16:12
298,2020-06-08 14:16:13,买入,111.7461,1900,2020-06-08,14:16:13
299,2020-06-08 14:16:26,卖出,111.744,4100,2020-06-08,14:16:26
300,2020-06-08 14:16:27,卖出,111.7378,1900,2020-06-08,14:16:27
301,2020-06-08 14:16:35,买入,111.745,4000,2020-06-08,14:16:35
302,2020-06-08 14:17:34,卖出,111.752,400,2020-06-08,14:17:34
303,2020-06-08 14:18:33,卖出,111.7441,4100,2020-06-08,14:18:33
304,2020-06-08 14:18:34,卖出,111.7424,2500,2020-06-08,14:18:34
305,2020-06-08 14:18:37,买入,111.7451,4100,2020-06-08,14:18:37
306,2020-06-08 14:18:38,买入,111.748,900,2020-06-08,14:18:38
307,2020-06-08 14:18:40,卖出,111.744,4000,2020-06-08,14:18:40
308,2020-06-08 14:22:14,卖出,111.734,4000,2020-06-08,14:22:14
309,2020-06-08 14:23:50,买入,111.733,500,2020-06-08,14:23:50
310,2020-06-08 14:32:20,买入,111.763,1100,2020-06-08,14:32:20
311,2020-06-08 14:39:31,买入,111.743,100,2020-06-08,14:39:31
312,2020-06-08 14:39:50,买入,111.761,900,2020-06-08,14:39:50
313,2020-06-08 14:43:41,卖出,111.762,1000,2020-06-08,14:43:41
314,2020-06-08 14:52:14,买入,111.758,500,2020-06-08,14:52:14
315,2020-06-08 14:53:10,买入,111.765,200,2020-06-08,14:53:10
316,2020-06-08 14:57:50,卖出,111.782,500,2020-06-08,14:57:50
317,2020-06-09 09:41:00,买入,111.9052,2900,2020-06-09,09:41:00
318,2020-06-09 09:47:52,卖出,111.9173,1200,2020-06-09,09:47:52
319,2020-06-09 09:51:36,卖出,111.931,100,2020-06-09,09:51:36
320,2020-06-09 09:52:55,卖出,111.939,100,2020-06-09,09:52:55
321,2020-06-09 09:55:06,卖出,111.9208,1600,2020-06-09,09:55:06
322,2020-06-09 10:01:30,买入,111.923,3400,2020-06-09,10:01:30
323,2020-06-09 10:01:31,买入,111.928,3500,2020-06-09,10:01:31
324,2020-06-09 10:01:33,卖出,111.9188,4000,2020-06-09,10:01:33
325,2020-06-09 10:01:34,卖出,111.9151,4000,2020-06-09,10:01:34
326,2020-06-09 10:01:35,卖出,111.9128,4000,2020-06-09,10:01:35
327,2020-06-09 10:02:26,买入,111.9386,4000,2020-06-09,10:02:26
328,2020-06-09 10:02:27,买入,111.9493,4000,2020-06-09,10:02:27
329,2020-06-09 10:07:19,买入,111.935,2000,2020-06-09,10:07:19
330,2020-06-09 10:08:34,卖出,111.9394,3400,2020-06-09,10:08:34
331,2020-06-09 10:09:34,买入,111.9409,4000,2020-06-09,10:09:34
332,2020-06-09 10:09:35,买入,111.941,4000,2020-06-09,10:09:35
333,2020-06-09 10:09:37,卖出,111.94,4000,2020-06-09,10:09:37
334,2020-06-09 10:09:37,卖出,111.932,2000,2020-06-09,10:09:37
335,2020-06-09 10:10:35,买入,111.949,1000,2020-06-09,10:10:35
336,2020-06-09 10:12:18,卖出,111.9385,1300,2020-06-09,10:12:18
337,2020-06-09 10:13:01,卖出,111.94,200,2020-06-09,10:13:01
338,2020-06-09 10:13:22,卖出,111.93,200,2020-06-09,10:13:22
339,2020-06-09 10:16:15,卖出,111.926,4000,2020-06-09,10:16:15
340,2020-06-09 10:16:22,买入,111.93,1000,2020-06-09,10:16:22
341,2020-06-09 10:16:34,买入,111.925,1000,2020-06-09,10:16:34
342,2020-06-09 10:18:51,买入,111.916,3200,2020-06-09,10:18:51
343,2020-06-09 10:27:28,卖出,111.919,800,2020-06-09,10:27:28
344,2020-06-09 10:29:51,卖出,111.9155,4000,2020-06-09,10:29:51
345,2020-06-09 10:29:52,卖出,111.915,1300,2020-06-09,10:29:52
346,2020-06-09 10:29:54,买入,111.926,2000,2020-06-09,10:29:54
347,2020-06-09 10:32:50,买入,111.9312,4000,2020-06-09,10:32:50
348,2020-06-09 10:32:51,买入,111.9347,3600,2020-06-09,10:32:51
349,2020-06-09 10:32:59,卖出,111.9308,4000,2020-06-09,10:32:59
350,2020-06-09 10:33:00,卖出,111.9288,4000,2020-06-09,10:33:00
351,2020-06-09 10:33:01,卖出,111.9081,3600,2020-06-09,10:33:01
352,2020-06-09 10:38:30,买入,111.9163,4000,2020-06-09,10:38:30
353,2020-06-09 10:38:31,买入,111.931,4000,2020-06-09,10:38:31
354,2020-06-09 10:38:32,卖出,111.926,4000,2020-06-09,10:38:32
355,2020-06-09 10:38:49,卖出,111.916,100,2020-06-09,10:38:49
356,2020-06-09 10:38:59,卖出,111.913,100,2020-06-09,10:38:59
357,2020-06-09 10:39:01,卖出,111.911,1000,2020-06-09,10:39:01
358,2020-06-09 10:40:14,买入,111.894,4000,2020-06-09,10:40:14
359,2020-06-09 10:40:18,卖出,111.893,4000,2020-06-09,10:40:18
360,2020-06-09 10:40:19,卖出,111.8923,3000,2020-06-09,10:40:19
361,2020-06-09 10:40:37,买入,111.894,4000,2020-06-09,10:40:37
